GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?,Latitude_orig,Longitude_orig,Nearest_Fiber_Distance_km,Fiber_Provider,Fiber_Technology,Fiber_Download_Speed,Fiber_Block_GEOID,Fiber_Source_File,Nearest_Fiber_Lat,Nearest_Fiber_Lon,Has_Fiber_Within_1km,Has_Fiber_Within_5km,Has_Fiber_Within_10km,Fiber_Locations_Within_10km,Connection_Complexity,Est_Underground_Pct,Est_Connection_Cost
,16.0,Bishop Landfill Company,AL,379 Pleasant Grove Cutoff Road,Albertville,Marshall,35950,34.27823,-86.33707,Private,Bishop Landfill Company,Bishop Landfill Company,1968.0,2002.0,Closed,45.0,28.0,,187.5,,2700000.0,,83950.0,2000.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.27823,-86.33707,69.58683613939442,Quantum Fiber,50.0,940.0,120710402053063,10.csv,34.50151643214602,-86.9216900815731,False,False,False,0.0,Very High,20.0,1043802.5420909163
1004245.0,2005.0,Black Warrior Solid Waste Facility,AL,3301 Landfill Drive,Coker,Tuscaloosa,35452,33.24314,-87.66585,Public,"Black Warrior Solid Waste Disposal Authority, AL","Black Warrior Solid Waste Disposal Authority, AL",1997.0,2037.0,Open,220.0,80.3,,,9826872.0,7978193.0,2021.0,352153.0,2021.0,No,Not used,No,5.551,Yes,0.609,2021.0,43.0,Yes,1.0,0.609,2021.0,62.0,1400.0,No,33.24314,-87.66585,21.91312785628924,CenturyLink,50.0,940.0,120950171123063,10.csv,33.18442761268002,-87.4777297172495,False,False,False,0.0,Very High,20.0,328696.9178443386
,2006.0,Blount County/Nectar/Hayden LF & TS,AL,2390 Armstrong Loop,Hayden,Blount,35079,33.8888,-86.712,Public,"Blount County, AL","Blount County, AL",1980.0,1994.0,Closed,160.0,,,,,,,22880.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.8888,-86.712,32.618490258046684,Quantum Fiber,50.0,940.0,320030057111085,29.csv,33.60852595510139,-86.62541001620032,False,False,False,0.0,Very High,20.0,489277.3538707003
1004415.0,2408.0,Brundidge Landfill,AL,515 Cleanwater Drive,Brundidge,Pike,36010,31.7041,-85.8299,Private,Brundidge Acquisitions,Brundidge Acquisitions,2001.0,2397.0,Open,,,,,23947035.0,886108.0,2022.0,54.0,2022.0,No,Not used,No,,No,,,,Unknown,,,,,,No,31.7041,-85.8299,16.042443101982435,Frontier,50.0,5000.0,121010310102001,10.csv,31.56336720882028,-85.86166515855899,False,False,False,0.0,Very High,20.0,240636.64652973652
,6.0,Calhoun County SLF,AL,3625 Morrisville Road,Anniston,Calhoun,36201,33.675,-85.92,Public,"Calhoun County Commission, AL","Calhoun County Commission, AL",1969.0,1993.0,Closed,,,,,,4350000.0,,7252.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.675,-85.92,10.05954847804735,Xfinity,50.0,100.0,080010150003001,6.csv,33.673812498977625,-85.82954010112894,False,False,False,0.0,Very High,20.0,150893.22717071025
1001633.0,23.0,Cedar Hill Landfill,AL,1319 N. Business Creek Road,Ragland,St. Clair,35131,33.68345,-86.25272,Private,WM,WM,1975.0,2021.0,Closed,,50.0,,100.0,5549276.0,5398977.0,2021.0,58150.0,2021.0,Yes,Several times per year,No,2.561,Yes,0.974,2022.0,51.3,Yes,1.0,0.4,2022.0,61.0,2740.0,No,33.68345,-86.25272,26.160777367929633,AT&T,50.0,5000.0,484910203401073,44.csv,33.63586366691354,-86.48312679118631,False,False,False,0.0,Very High,20.0,392411.6605189445
1007813.0,8.0,Chastang SLF,AL,17045 Highway 43,Mt. Vernon,Mobile,36560,31.06179,-88.02503,Public,"City of Mobile, AL",WM,1976.0,2151.0,Open,199.0,102.6,,116.0,34169948.0,8173792.0,2022.0,188447.0,2022.0,No,Occasionally but not every year,No,3.92,Yes,0.675,2022.0,50.7,Yes,1.0,0.675,2022.0,114.0,3000.0,No,31.06179,-88.02503,59.33385462569181,Spectrum,50.0,1000.0,450790113064073,41.csv,30.64692593062544,-88.36061767011189,False,False,False,0.0,Very High,20.0,890007.8193853771
,2409.0,Chilton County Landfill,AL,300 Industrial Drive,Thorsby,Chilton,35171,32.9285,-86.7405,Private,"Republic Services, Inc.","Republic Services, Inc.",,,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,Unknown,,,,,,Unknown,32.9285,-86.7405,48.06187108259281,Myakka Communications Inc,50.0,1000.0,120810019142084,10.csv,33.317669282299924,-86.92857106709147,False,False,False,0.0,Very High,20.0,720928.0662388921
1010661.0,2.0,City of Decatur-Morgan County Regional MSW Landfill,AL,500 Landfill Drive,Trinity,Morgan,35673,34.6175,-87.10163,Public,"City of Decatur, AL; Morgan County, AL","City of Decatur, AL",1980.0,2051.0,Open,223.4,72.0,80.0,60.0,11360146.0,6779927.0,2022.0,223613.0,2022.0,No,Occasionally but not every year,No,2.542,Yes,0.9,2022.0,57.1,Yes,,0.077,2021.0,125.0,750.0,No,34.6175,-87.10163,23.804691924938588,Metronet Holdings,50.0,10000.0,120730026053063,10.csv,34.50151643214602,-86.9216900815731,False,False,False,0.0,Very High,20.0,357070.3788740788
1010957.0,19.0,City of Dothan SLF MSWLF,AL,1290 Burkett Road,Dothan,Houston,36303,31.238766,-85.356721,Public,"City of Dothan, AL","City of Dothan, AL",1977.0,2071.0,Open,49.3,,,,5666850.0,3866274.0,2022.0,6063.0,2022.0,No,Not used,No,,No,,,,No,,,,,,No,31.238766,-85.356721,55.988562866351494,Hotwire Communications,50.0,2500.0,121010310111001,10.csv,31.326926983520018,-85.85246009940762,False,False,False,0.0,Very High,20.0,839828.4429952725
1006186.0,9.0,Coffee County Sanitary Landfill,AL,7733 Highway 125,Elba,Coffee,36323,31.507053,-86.000975,Public,"Coffee County Commission, AL",Coffee County Sanitary Landfill,1993.0,2048.0,Open,450.0,61.6,,60.0,6765340.0,4725619.0,2022.0,254576.0,2022.0,No,Not used,No,3.016,Yes,0.543,2022.0,46.0,Yes,,0.543,2022.0,39.0,1400.0,No,31.507053,-86.000975,7.329992648784279,Frontier,50.0,5000.0,121010310102002,10.csv,31.5269352623373,-85.93812462677323,False,False,True,10.0,High,40.0,146599.8529756856
1007382.0,4.0,Cullman Environmental Waste Management Center,AL,2805 AL Highway 69 South,Cullman,Cullman,35057,34.02878,-86.90069,Private,"Cullman Environmental, Inc.","Cullman Environmental, Inc.",1993.0,2040.0,Open,226.0,55.0,,60.0,2937045.0,2164857.0,2022.0,102265.0,2022.0,Yes,Several times per year,No,0.603,No,,,,No,,,,,,Yes,34.02878,-86.90069,1.2508223490418968,Quantum Fiber,50.0,940.0,320030057111085,29.csv,33.60852595510139,-86.62541001620032,False,True,True,10.0,Medium,60.0,31270.55872604742
1007018.0,15.0,Eastern Area Landfill,AL,2787 Alton Drive,Birmingham,Jefferson,35210,33.5978,-86.6288,Public,"City of Birmingham, AL","City of Birmingham, AL",1974.0,2038.0,Open,72.0,48.0,,,5421445.0,4496135.0,2022.0,60988.0,2022.0,No,Not used,No,1.83,No,,,,No,,,,,,Yes,33.5978,-86.6288,46.78246305334086,AT&T,50.0,1000.0,480850316792012,44.csv,34.723788381186964,-87.3021516419278,False,False,False,0.0,Very High,20.0,701736.9458001129
,35.0,Florence SLF MSWLF,AL,"29485 Waterloo Road & Savannah Highway
State Highway 20",Florence,Lauderdale,35630,34.806005,-87.714765,Public,"City of Florence Public Works, AL","City of Florence Public Works, AL",1988.0,2015.0,Closed,37.0,17.0,,,,1361816.0,2009.0,64010.0,2007.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.806005,-87.714765,45.7397161313456,AT&T,50.0,1000.0,480850316792012,44.csv,34.723788381186964,-87.3021516419278,False,False,False,0.0,Very High,20.0,686095.741970184
,34.0,Florence SLF MSWLF (Old),AL,Irvine Avenue,Florence,Lauderdale,35630,34.803,-87.7058,Private,Hensley-Graves Holdings LLC,,1972.0,1988.0,Closed,,39.0,,,,1461912.0,,,,Unknown,Not used,No,,Yes,,,50.0,No,,,,,,Unknown,34.803,-87.7058,42.14543028190433,Quantum Fiber,50.0,940.0,120710402053063,10.csv,34.50151643214602,-86.9216900815731,False,False,False,0.0,Very High,20.0,632181.454228565
1005839.0,11.0,Huntsville MSWLF,AL,4100 Leeman Ferry Road SW,Huntsville,Madison,35804,34.6885,-86.592,Public,City of Huntsville S.W. Disposal Authority,City of Huntsville S.W. Disposal Authority,1946.0,2060.0,Open,215.0,187.7,40.0,,,13263709.0,2022.0,489532.0,2022.0,No,Not used,No,2.09,Shutdown,,,,Shutdown,,,,,,Yes,34.6885,-86.592,24.082596116042538,Spectrum,50.0,1000.0,450790113064073,41.csv,30.64692593062544,-88.36061767011189,False,False,False,0.0,Very High,20.0,361238.94174063805
,10.0,Irvington SLF,AL,7195 Half Mile Road,Irvington,Mobile,36544,30.490688,-88.210629,Public,Mobile County Commission,McCrory & Williams,1974.0,1981.0,Closed,80.0,,30.0,,,967998.0,,,,Unknown,Not used,No,,Yes,,,50.0,No,,,,,,Unknown,30.490688,-88.210629,13.474737773610629,"WOW Internet, Cable & Phone",50.0,5000.0,450450028121035,41.csv,33.599332135815395,-86.9200656792336,False,False,False,0.0,Very High,20.0,202121.06660415942
1004014.0,25.0,Jefferson County LF No. 1,AL,101 Barber Boulevard,Gardendale,Jefferson,35071,33.711,-86.873,Public,"Jefferson County, AL","Republic Services, Inc.",1982.0,2048.0,Open,163.7,70.4,,,21112943.0,6273864.0,2022.0,243755.0,2022.0,No,Not used,No,1.6,No,,,,No,,,,,,No,33.711,-86.873,13.064188701295562,Optimum,50.0,8000.0,090010730001002,7.csv,33.590533497570576,-86.71910015290898,False,False,False,0.0,Very High,20.0,195962.83051943342
1005680.0,13.0,Jefferson County LF No. 2,AL,7035 Narrows Road,Pinson,Jefferson,35126,33.7077,-86.7104,Public,"Jefferson County, AL","Republic Services, Inc.",1982.0,2036.0,Open,,65.9,,,3483997.0,1665315.0,2022.0,0.0,2022.0,No,Not used,No,1.1,No,,,,No,,,,,,No,33.7077,-86.7104,50.76602479022031,Frontier,50.0,5000.0,481810018033133,44.csv,30.455315437178943,-87.31964054079435,False,False,False,0.0,Very High,20.0,761490.3718533046
1007875.0,20.0,Magnolia Subtitle D MSW LF,AL,15093 Landfill Drive,Summerdale,Baldwin,36580,30.446232,-87.7761,Public,"Baldwin County, AL","Baldwin County, AL",1997.0,2036.0,Open,96.0,47.9,,10.0,6408237.0,4796158.0,2022.0,254576.0,2022.0,No,Not used,No,3.023,Yes,0.764,2022.0,51.0,Yes,,0.764,2022.0,51.0,1200.0,No,30.446232,-87.7761,89.33036389074883,Bixby Telephone Co,50.0,1000.0,401430076562012,37.csv,32.362081291071306,-87.09082092176332,False,False,False,0.0,Very High,20.0,1339955.4583612324
,31.0,Monroe County SLF,AL,,Monroeville,Monroe,,31.59573,-87.33187,Public,"Monroe County Commission, AL",,1982.0,1998.0,Closed,,69.5,,,,1205385.0,1998.0,75337.0,1998.0,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,31.59573,-87.33187,9.275804386855453,Frontier,50.0,5000.0,480850316792012,44.csv,34.723788381186964,-87.3021516419278,False,False,True,10.0,High,40.0,185516.08773710908
1002464.0,2011.0,Morris Farm Landfill,AL,4 County Road 418,Hillsboro,Lawrence,35643,34.70381,-87.22116,Private,"Republic Services, Inc.","Republic Services, Inc.",1997.0,2064.0,Open,148.0,55.0,,,16643163.0,7136806.0,2022.0,243755.0,2022.0,No,Not used,No,2.38,Yes,1.203,2022.0,53.3,Yes,1.0,1.203,2022.0,93.0,2500.0,No,34.70381,-87.22116,8.811743638925282,Optimum,50.0,8000.0,090010730001003,7.csv,33.5700519690264,-86.73717666596974,False,False,True,10.0,High,40.0,176234.87277850564
1006028.0,14.0,New Georgia MSWLF,AL,2800 47th Avenue North,Birmingham,Jefferson,35207,33.585,-86.815,Public,"City of Birmingham, AL","City of Birmingham, AL",1970.0,2030.0,Open,,149.0,60.0,,9644756.0,7784828.0,2022.0,3778.0,2022.0,No,Not used,No,,Shutdown,1.3,,50.0,Yes,1.0,1.3,,100.0,,Yes,33.585,-86.815,62.48274033662729,CenturyLink,50.0,940.0,160010103573022,13.csv,32.3656211828715,-86.88441135835062,False,False,False,0.0,Very High,20.0,937241.1050494093
1006957.0,18.0,North Montgomery SLF MSWLF,AL,115 Division Street,Montgomery,Montgomery,36104,32.4131,-86.3245,Public,"City of Montgomery, AL","City of Montgomery, AL",1969.0,2040.0,Open,348.0,48.7,,,,11321607.0,2022.0,147265.0,2022.0,No,Not used,No,2.47,Yes,0.473,2022.0,46.0,Yes,1.0,0.473,2022.0,42.0,1200.0,No,32.4131,-86.3245,14.099703072862711,Vexus Fiber,50.0,1000.0,221030412121034,19.csv,33.62031429472397,-86.96500055552734,False,False,False,0.0,Very High,20.0,211495.54609294067
1002646.0,22.0,Pine View SLF MSWLF,AL,2730 Bryan Road,Dora,Walker,35062,33.71458,-87.04981,Private,"Republic Services, Inc.","Republic Services, Inc.",1993.0,2025.0,Open,166.0,87.2,,75.0,20503092.0,11461882.0,2022.0,250076.0,2022.0,No,Not used,No,4.78,Yes,1.961,2022.0,54.1,Yes,1.0,1.961,2022.0,122.0,4000.0,No,33.71458,-87.04981,19.416582342101563,AT&T,50.0,1000.0,484910203421044,44.csv,32.561496458530314,-85.41203229435371,False,False,False,0.0,Very High,20.0,291248.73513152346
1003265.0,17.0,Salem Landfill,AL,4210 Lee Road 183,Opelika,Lee,36804,32.65347,-85.2636,Private,WM,WM,1985.0,2074.0,Open,222.0,107.0,,,33967713.0,13460974.0,2022.0,453427.0,2022.0,No,Not used,No,4.93,Yes,2.0,2022.0,52.6,Yes,1.0,2.0,2022.0,112.0,3000.0,No,32.65347,-85.2636,74.38667848781488,Xfinity,50.0,100.0,080010150003001,6.csv,33.673812498977625,-85.82954010112894,False,False,False,0.0,Very High,20.0,1115800.177317223
1006304.0,2410.0,Sand Valley Landfill,AL,3345 County Road 209,Collinsville,DeKalb,35961,34.342,-85.862,Private,"Republic Services, Inc.","Republic Services, Inc.",1997.0,2063.0,Open,318.9,83.0,,,28041435.0,10665246.0,2022.0,416443.0,2022.0,No,Not used,No,,Yes,3.149,2022.0,50.1,Yes,1.0,0.88,2022.0,137.0,4000.0,No,34.342,-85.862,60.089616845089935,Frontier,50.0,5000.0,480850316553004,44.csv,35.27989543938885,-85.78646869240694,False,False,False,0.0,Very High,20.0,901344.252676349
1004860.0,11821.0,Scottsboro Landfill,AL,650 County Road 412,Hollywood,Jackson,35768,34.756,-85.919,Public,"City of Scottsboro, AL","City of Scottsboro, AL",1970.0,2025.0,Open,,97.0,,65.0,,1191422.0,2022.0,48555.0,2022.0,Yes,Several times per year,No,0.331,Shutdown,0.229,2018.0,45.7,Yes,,,,15.0,400.0,No,34.756,-85.919,31.325737595669185,TDS Telecom,50.0,1000.0,080690017142084,6.csv,33.317669282299924,-86.92857106709147,False,False,False,0.0,Very High,20.0,469886.06393503776
,12.0,Shannon SLF,AL,2785 Shannon Oxmoor Road,Birmingham,Jefferson,35211,33.42488,-86.85479,Public,"Jefferson County, AL","Jefferson County, AL",1972.0,1993.0,Closed,,,,,,9324502.0,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.42488,-86.85479,39.60240773321629,AT&T,50.0,1000.0,120990077793004,10.csv,34.56916696721432,-87.32734088995495,False,False,False,0.0,Very High,20.0,594036.1159982444
1007082.0,5.0,Shelby County Highway 70 Landfill,AL,"4154 Highway 70
401 Landfill Road",Columbiana,Shelby,35051,33.171785,-86.687566,Public,"Shelby County, AL","Shelby County, AL",1997.0,2055.0,Open,89.5,35.5,60.0,50.0,4520250.0,4011710.0,2022.0,222153.0,2022.0,No,Not used,No,1.04,Yes,0.879,2022.0,51.0,Yes,,0.879,2022.0,26.0,1100.0,No,33.171785,-86.687566,5.040810336050838,AT&T,50.0,5000.0,484910203401073,44.csv,33.63586366691354,-86.48312679118631,False,False,True,10.0,High,40.0,100816.20672101676
,32.0,Shoals Solid Waste Disposal Authority (SSWDA) LF,AL,2015 Missouri Street Highway 43 S,Tuscumbia,Colbert,35674,34.694,-87.6609,Public,"Shoals Solid Waste Disposal Authority, AL","Colbert County Commission, AL",1967.0,2020.0,Closed,130.0,60.0,125.0,100.0,5300000.0,3200000.0,2009.0,200000.0,2009.0,Unknown,Not used,No,,Yes,,,20.0,Yes,,0.32,,54.0,,Unknown,34.694,-87.6609,46.87926220539261,AT&T,50.0,1000.0,484910203421044,44.csv,32.561496458530314,-85.41203229435371,False,False,False,0.0,Very High,20.0,703188.933080889
1006790.0,7.0,Star Ridge Landfill,AL,3301 Acmar Road,Moody,St. Clair,35004,33.60527,-86.51658,Private,WM,WM,1983.0,2186.0,Open,308.0,47.1,,75.0,43939474.0,5604394.0,2022.0,228890.0,2022.0,Yes,Several times per year,No,2.01,Yes,1.134,2022.0,47.2,Yes,1.0,1.134,2022.0,82.0,2100.0,No,33.60527,-86.51658,37.67176158890409,Xfinity,50.0,100.0,080010150003001,6.csv,33.673812498977625,-85.82954010112894,False,False,False,0.0,Very High,20.0,565076.4238335614
1006183.0,11581.0,"Stones Throw Landfill, LLC",AL,1303 Washington Boulevard,Tallassee,Tallapoosa,36078,32.5154,-85.8311,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,1982.0,2063.0,Open,124.6,45.3,,,30502398.0,7491108.0,2022.0,333284.0,2022.0,No,Not used,No,2.488,Yes,1.941,2022.0,47.7,Yes,,1.941,2022.0,95.0,2100.0,No,32.5154,-85.8311,89.97751999962438,Hawaiian Telcom,50.0,940.0,150010212033113,12.csv,30.45525578454295,-87.28338759622619,False,False,False,0.0,Very High,20.0,1349662.7999943655
1007796.0,2204.0,Three Corners Landfill,AL,2205 County Road 6,Piedmont,Cherokee,36272,33.9962,-85.7254,Private,WM,WM,1998.0,2233.0,Open,,67.0,,,36281318.0,5814411.0,2022.0,132798.0,2022.0,Yes,Several times per year,No,2.191,Yes,1.084,2022.0,50.4,Yes,,0.475,2022.0,77.0,4600.0,No,33.9962,-85.7254,59.96262639136907,Spectrum,50.0,1000.0,450790113064073,41.csv,30.64692593062544,-88.36061767011189,False,False,False,0.0,Very High,20.0,899439.3958705361
1007274.0,21.0,Timberlands Landfill,AL,22800 Highway 41,Brewton,Escambia,36426,31.2593,-87.1923,Private,Escambia County Environmental Corp.,"Republic Services, Inc.",1993.0,2081.0,Open,,105.6,,,22340335.0,14546317.0,2022.0,189454.0,2022.0,No,Not used,No,6.27,Yes,1.859,2022.0,44.9,Yes,,1.859,2022.0,129.0,4000.0,No,31.2593,-87.1923,42.21114454372354,Vexus Fiber,50.0,1000.0,221030412121034,19.csv,33.62031429472397,-86.96500055552734,False,False,False,0.0,Very High,20.0,633167.1681558532
1011271.0,11982.0,"Turkey Trot Landfill, LLC",AL,2328 Mannish Ryan Road,Citronelle,Washington,36522,31.15848,-88.19,Private,GFL Environmental USA Inc.,GFL Environmental USA Inc.,2010.0,2124.0,Open,300.0,,,,23280092.0,2368034.0,2022.0,165930.0,2022.0,Yes,Occasionally but not every year,No,,Yes,0.393,2022.0,49.7,Yes,,0.393,2022.0,25.0,2100.0,No,31.15848,-88.19,53.72865066967378,AT&T,50.0,1000.0,120990077793004,10.csv,34.56916696721432,-87.32734088995495,False,False,False,0.0,Very High,20.0,805929.7600451068
,2015.0,Walker County Landfill (Carbon Hill),AL,,Jasper,Walker,,33.875,-87.2465,Public,"Walker County, AL","Walker County, AL",,,Closed,57.0,,,,,,,3575.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,33.875,-87.2465,99.60156459638293,AT&T,50.0,5000.0,220050310012003,19.csv,35.768152083830515,-90.89706781668448,False,False,False,0.0,Very High,20.0,1494023.468945744
,2009.0,Willow Ridge Landfill,AL,10512 Highway 13,Haleyville,Winston,35565,34.17569,-87.60779,Public,Haleyville Solid Waste Disposal Authority,"Republic Services, Inc.",1983.0,2050.0,Open,265.0,,,,,,,47190.0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown,34.17569,-87.60779,37.279956778332014,Spectrum,50.0,1000.0,550859701042153,50.csv,34.792670355366766,-92.40434904525006,False,False,False,0.0,Very High,20.0,559199.3516749803
